,start,end,duration
4839,1242075136,1242079232,4096
4836,1242079232,1242080583,1351
4837,1242080818,1242083328,2510
4835,1242083328,1242083994,666
5226,1242107200,1242107904,704
5234,1242107904,1242112000,4096
5235,1242112000,1242116096,4096
5230,1242116096,1242117912,1816
5225,1242117939,1242118412,473
5224,1242118436,1242118895,459
5216,1242118936,1242119004,68
5217,1242119046,1242119199,153
5222,1242119335,1242119621,286
5220,1242119643,1242119895,252
5214,1242119904,1242119921,17
5209,1242119927,1242119931,4
5213,1242119937,1242119946,9
5210,1242119951,1242119956,5
5215,1242119961,1242119979,18
5211,1242119984,1242119990,6
5219,1242119996,1242120192,196
5212,1242120192,1242120200,8
5218,1242120205,1242120392,187
5228,1242122550,1242123636,1086
5232,1242124676,1242128384,3708
5236,1242128384,1242132480,4096
5237,1242132480,1242136576,4096
5238,1242136576,1242140672,4096
5239,1242140672,1242144768,4096
5240,1242144768,1242148864,4096
5231,1242148864,1242150920,2056
5229,1242151493,1242152904,1411
5221,1242178245,1242178504,259
5233,1242181955,1242185728,3773
5227,1242185728,1242186580,852
5223,1242189378,1242189824,446
5241,1242189824,1242193920,4096
5242,1242193920,1242198016,4096
5243,1242198016,1242202112,4096
1690,1242202112,1242206208,4096
1691,1242206208,1242210304,4096
1692,1242210304,1242214400,4096
1693,1242214400,1242218496,4096
1694,1242218496,1242222592,4096
1695,1242222592,1242226688,4096
1696,1242226688,1242230784,4096
1697,1242230784,1242234880,4096
1689,1242234880,1242237996,3116
1688,1242238600,1242238976,376
1698,1242238976,1242243072,4096
1699,1242243072,1242247168,4096
1700,1242247168,1242251264,4096
1701,1242251264,1242255360,4096
1702,1242255360,1242259456,4096
1703,1242259456,1242263552,4096
1704,1242263552,1242267648,4096
1705,1242267648,1242271744,4096
1706,1242271744,1242275840,4096
1707,1242275840,1242279936,4096
1708,1242279936,1242284032,4096
1709,1242284032,1242288128,4096
1710,1242288128,1242292224,4096
1711,1242292224,1242296320,4096
1712,1242296320,1242300416,4096
836,1242300497,1242304512,4015
837,1242304512,1242308608,4096
838,1242308608,1242312704,4096
839,1242312704,1242316800,4096
840,1242316800,1242320896,4096
841,1242320896,1242324992,4096
842,1242324992,1242329088,4096
843,1242329088,1242333184,4096
844,1242333184,1242337280,4096
845,1242337280,1242341376,4096
846,1242341376,1242345472,4096
847,1242345472,1242349568,4096
848,1242349568,1242353664,4096
849,1242353664,1242357760,4096
850,1242357760,1242361856,4096
851,1242361856,1242365952,4096
852,1242365952,1242370048,4096
853,1242370048,1242374144,4096
854,1242374144,1242378240,4096
855,1242378240,1242382336,4096
856,1242382336,1242386432,4096
857,1242386432,1242390528,4096
858,1242390528,1242394624,4096
859,1242394624,1242398720,4096
835,1242398720,1242399908,1188
3840,1242400054,1242402816,2762
3841,1242402816,1242406912,4096
3842,1242406912,1242411008,4096
3843,1242411008,1242415104,4096
3844,1242415104,1242419200,4096
3845,1242419200,1242423296,4096
3846,1242423296,1242427392,4096
3847,1242427392,1242431488,4096
3848,1242431488,1242435584,4096
3838,1242435584,1242436910,1326
3839,1242437036,1242439680,2644
3849,1242439680,1242443776,4096
