,start,end,duration
3390,1242021888,1242025984,4096
3391,1242025984,1242030080,4096
3392,1242030080,1242034176,4096
3393,1242034176,1242038272,4096
3384,1242038272,1242040778,2506
3379,1242058844,1242059202,358
3385,1242064175,1242066944,2769
3394,1242066944,1242071040,4096
3395,1242071040,1242075136,4096
3396,1242075136,1242079232,4096
3397,1242079232,1242083328,4096
3381,1242083328,1242084151,823
3380,1242086990,1242087424,434
3398,1242087424,1242091520,4096
3399,1242091520,1242095616,4096
3400,1242095616,1242099712,4096
3401,1242099712,1242103808,4096
4234,1242103808,1242107904,4096
4235,1242107904,1242112000,4096
4236,1242112000,1242116096,4096
4237,1242116096,1242120192,4096
4238,1242120192,1242124288,4096
4239,1242124288,1242128384,4096
4240,1242128384,1242132480,4096
4241,1242132480,1242136576,4096
4242,1242136576,1242140672,4096
4243,1242140672,1242144768,4096
4244,1242144768,1242148864,4096
4245,1242148864,1242152960,4096
4228,1242152960,1242153099,139
4230,1242155529,1242157056,1527
4232,1242157056,1242160663,3607
4229,1242164142,1242165248,1106
4246,1242165248,1242169344,4096
4247,1242169344,1242173440,4096
4231,1242173440,1242176187,2747
4233,1242189932,1242193920,3988
4248,1242193920,1242198016,4096
4249,1242198016,1242202112,4096
1309,1242202112,1242206208,4096
1310,1242206208,1242210304,4096
1311,1242210304,1242214400,4096
1312,1242214400,1242218496,4096
1306,1242218496,1242220008,1512
1307,1242236977,1242238976,1999
1313,1242238976,1242243072,4096
1314,1242243072,1242247168,4096
1315,1242247168,1242251264,4096
1316,1242251264,1242255360,4096
1303,1242255360,1242255605,245
1305,1242258118,1242259456,1338
1317,1242259456,1242263552,4096
1308,1242263552,1242267567,4015
1304,1242279527,1242279936,409
1318,1242279936,1242284032,4096
1319,1242284032,1242288128,4096
1320,1242288128,1242292224,4096
1321,1242292224,1242296320,4096
1322,1242296320,1242300416,4096
6176,1242300416,1242300702,286
6179,1242302779,1242304512,1733
6184,1242304512,1242308608,4096
6185,1242308608,1242312704,4096
6180,1242312704,1242314885,2181
6178,1242314977,1242316392,1415
6181,1242326532,1242329088,2556
6186,1242329088,1242333184,4096
6187,1242333184,1242337280,4096
6188,1242337280,1242341376,4096
