,start,end,duration
13166,1238932000,1238934000,2000
13167,1238934000,1238936000,2000
13168,1238936000,1238938000,2000
13169,1238938000,1238940000,2000
13170,1238940000,1238942000,2000
13171,1238942000,1238944000,2000
13172,1238944000,1238946000,2000
13173,1238946000,1238948000,2000
13174,1238948000,1238950000,2000
13175,1238950000,1238952000,2000
13176,1238952000,1238954000,2000
13177,1238954000,1238956000,2000
13178,1238956000,1238958000,2000
13179,1238958000,1238960000,2000
13180,1238960000,1238962000,2000
13181,1238962000,1238964000,2000
13182,1238964000,1238966000,2000
13183,1238966000,1238968000,2000
13184,1238968000,1238970000,2000
13185,1238970000,1238972000,2000
13186,1238972000,1238974000,2000
13187,1238974000,1238976000,2000
13188,1238976000,1238978000,2000
13189,1238978000,1238980000,2000
13190,1238980000,1238982000,2000
13191,1238982000,1238984000,2000
13192,1238984000,1238986000,2000
13193,1238986000,1238988000,2000
13194,1238988000,1238990000,2000
13195,1238990000,1238992000,2000
13196,1238992000,1238994000,2000
13197,1238994000,1238996000,2000
13198,1238996000,1238998000,2000
13199,1238998000,1239000000,2000
12700,1239000000,1239002000,2000
12701,1239002000,1239004000,2000
12702,1239004000,1239006000,2000
12703,1239006000,1239008000,2000
12704,1239008000,1239010000,2000
12705,1239010000,1239012000,2000
12706,1239012000,1239014000,2000
12707,1239014000,1239016000,2000
12708,1239016000,1239018000,2000
12709,1239018000,1239020000,2000
12710,1239020000,1239022000,2000
12711,1239022000,1239024000,2000
12712,1239024000,1239026000,2000
12713,1239026000,1239028000,2000
12714,1239028000,1239030000,2000
12715,1239030000,1239032000,2000
12716,1239032000,1239034000,2000
12717,1239034000,1239036000,2000
12718,1239036000,1239038000,2000
12719,1239038000,1239040000,2000
12720,1239040000,1239042000,2000
12721,1239042000,1239044000,2000
12722,1239044000,1239046000,2000
12723,1239046000,1239048000,2000
12724,1239048000,1239050000,2000
12725,1239050000,1239052000,2000
12726,1239052000,1239054000,2000
12727,1239054000,1239056000,2000
12728,1239056000,1239058000,2000
12729,1239058000,1239060000,2000
12730,1239060000,1239062000,2000
12731,1239062000,1239064000,2000
12732,1239064000,1239066000,2000
12733,1239066000,1239068000,2000
12734,1239068000,1239070000,2000
12735,1239070000,1239072000,2000
12736,1239072000,1239074000,2000
12737,1239074000,1239076000,2000
12738,1239076000,1239078000,2000
12739,1239078000,1239080000,2000
12740,1239080000,1239082000,2000
12741,1239082000,1239084000,2000
12742,1239084000,1239086000,2000
12743,1239086000,1239088000,2000
12744,1239088000,1239090000,2000
12745,1239090000,1239092000,2000
12746,1239092000,1239094000,2000
12747,1239094000,1239096000,2000
12748,1239096000,1239098000,2000
12749,1239098000,1239100000,2000
4682,1239100000,1239102000,2000
4683,1239102000,1239104000,2000
4684,1239104000,1239106000,2000
4685,1239106000,1239108000,2000
4686,1239108000,1239110000,2000
4687,1239110000,1239112000,2000
4688,1239112000,1239114000,2000
4689,1239114000,1239116000,2000
4690,1239116000,1239118000,2000
4691,1239118000,1239120000,2000
4692,1239120000,1239122000,2000
4693,1239122000,1239124000,2000
4694,1239124000,1239126000,2000
4695,1239126000,1239128000,2000
4696,1239128000,1239130000,2000
4697,1239130000,1239132000,2000
4698,1239132000,1239134000,2000
4699,1239134000,1239136000,2000
4700,1239136000,1239138000,2000
4701,1239138000,1239140000,2000
