,Mass_1_max_H1,Mass_1_max_L1,Mass_1_max_V1,Mass_2_max_H1,Mass_2_max_L1,Mass_2_max_V1,SNR_max_H1,SNR_max_L1,SNR_max_V1,Pinj_H1,Pinj_L1,Pinj_V1,Num_triggers_H1,Num_triggers_L1,Num_triggers_V1,Cluster_time_H1,Cluster_time_L1,Cluster_time_V1,Cluster_ID_H1,Cluster_ID_L1,Cluster_ID_V1,Trigger_time_H1,Trigger_time_L1,Trigger_time_V1,Trigger_ID_H1,Trigger_ID_L1,Trigger_ID_V1,Template_ID_H1,Template_ID_L1,Template_ID_V1
0,46.07085946429378,91.86730964988813,50.996225268405894,14.586806014293337,9.918219874899382,11.989439591248873,4.9358339,40.926128000000006,7.694773700000001,0.9621244000000001,0.1764328,0.27863259999999995,24,29,21,1239106284.9088066,1239106284.870286,1239106284.9015315,19701.0,22179.0,23798.0,1239106284.9088066,1239106281.870286,1239106275.9015315,2039032.0,1089033.0,1197066.0,2421014.0,6162751.0,4385428.0
1,52.15373057372886,48.814229881428176,69.09176406635562,7.3858691452438405,6.4946550098469515,8.762849062308755,4.4008532,7.3519063,5.3906946,0.9788406999999999,0.90926164,0.99993694,21,12,16,1239134228.1180778,1239134228.1130052,1239134228.0846481,20450.0,23209.0,25416.0,1239134228.1180778,1239134225.1130052,1239134219.0846481,544658.0,856402.0,1445604.0,840390.0,882396.0,4741397.0
2,87.5902793650887,46.80020793268621,57.89030649157998,13.077343886521193,14.83484686630394,7.8251968821447555,12.486410000000001,5.7058644,4.700586299999999,0.00025163856,1.9274646e-07,0.9935202,100,22,14,1240784518.4133348,1240784518.405887,1240784518.3889682,43380.0,49579.0,53270.0,1240784518.4133348,1240784515.405887,1240784509.3889682,2728716.0,508831.0,629496.0,1353408.0,1301029.0,4255800.0
3,93.36073570217948,52.57873191350135,71.50874828180943,12.741938054978135,9.137475914801346,8.663525786438234,7.0968814,5.2281002999999995,4.903761900000001,0.9991634,0.001969738,0.999984,26,25,23,1242242476.4128134,1242242476.4588232,1242242476.4571786,29268.0,38683.0,32929.0,1242242476.4128134,1242242473.4588232,1242242467.4571786,526338.0,1008533.0,2842061.0,6131826.0,9355703.0,5806032.0
4,73.0671114091082,50.237496151574256,51.61368272487876,14.585287338886495,8.356352605395287,7.22745952872996,9.226617800000001,5.3227134000000005,5.071909400000001,0.41178617,0.9991055,0.9983064,51,22,18,1242263881.9432454,1242263881.9465315,1242263881.944389,32270.0,41757.0,36084.0,1242263881.9432454,1242263878.9465315,1242263872.944389,767447.0,767437.0,2293524.0,3989979.0,5576884.0,2166168.0
